question_id,split_name,image_count,answer_source
9246,multi_train,3,Non-Span
9247,multi_train,3,Multi-Image Spans
9249,multi_train,3,Multi-Image Spans
9250,multi_train,3,Multi-Image Spans
9251,multi_train,3,Multi-Image Spans
415,multi_train,2,Multi-Image Spans
416,multi_train,2,Multi-Image Spans
417,multi_train,2,Non-Span
418,multi_train,2,Cross-Image Synthesis
8272,multi_train,2,Cross-Image Synthesis
8273,multi_train,2,Multi-Image Spans
8274,multi_train,2,Cross-Image Synthesis
8275,multi_train,2,Multi-Image Spans
8276,multi_train,2,Non-Span
8104,multi_train,3,Cross-Image Synthesis
8106,multi_train,3,Multi-Image Spans
8108,multi_train,3,Multi-Image Spans
5616,multi_train,2,Multi-Image Spans
5617,multi_train,2,Multi-Image Spans
2699,multi_train,3,Non-Span
2700,multi_train,3,Cross-Image Synthesis
6906,multi_train,3,Non-Span
6907,multi_train,3,Multi-Image Spans
6908,multi_train,3,Multi-Image Spans
6909,multi_train,3,Multi-Image Spans
6910,multi_train,3,Multi-Image Spans
2022,multi_train,3,Non-Span
2023,multi_train,3,Multi-Image Spans
3969,multi_train,3,Multi-Image Spans
3971,multi_train,3,Non-Span
3972,multi_train,3,Cross-Image Synthesis
2083,multi_train,2,Multi-Image Spans
2085,multi_train,2,Multi-Image Spans
6664,multi_train,2,Non-Span
6665,multi_train,2,Multi-Image Spans
6666,multi_train,2,Cross-Image Synthesis
6667,multi_train,2,Multi-Image Spans
3023,multi_train,3,Multi-Image Spans
3024,multi_train,3,Multi-Image Spans
3025,multi_train,3,Cross-Image Synthesis
3026,multi_train,3,Non-Span
3020,multi_train,3,Multi-Image Spans
3021,multi_train,3,Multi-Image Spans
3022,multi_train,3,Non-Span
3015,multi_train,3,Multi-Image Spans
3019,multi_train,3,Multi-Image Spans
2846,multi_train,3,Multi-Image Spans
2847,multi_train,3,Non-Span
2848,multi_train,3,Non-Span
2849,multi_train,3,Cross-Image Synthesis
2851,multi_train,3,Cross-Image Synthesis
2842,multi_train,3,Cross-Image Synthesis
2843,multi_train,3,Multi-Image Spans
2844,multi_train,3,Non-Span
9269,multi_train,3,Multi-Image Spans
9270,multi_train,3,Cross-Image Synthesis
9271,multi_train,3,Non-Span
9272,multi_train,3,Multi-Image Spans
8982,multi_train,3,Non-Span
8983,multi_train,3,Multi-Image Spans
8984,multi_train,3,Non-Span
8972,multi_train,3,Multi-Image Spans
8973,multi_train,3,Cross-Image Synthesis
8974,multi_train,3,Non-Span
8975,multi_train,3,Multi-Image Spans
8976,multi_train,3,Cross-Image Synthesis
8977,multi_train,3,Multi-Image Spans
8978,multi_train,3,Multi-Image Spans
8980,multi_train,3,Cross-Image Synthesis
8981,multi_train,3,Non-Span
8979,multi_train,3,Non-Span
1176,multi_train,2,Multi-Image Spans
1177,multi_train,2,Multi-Image Spans
1178,multi_train,2,Multi-Image Spans
1258,multi_train,2,Multi-Image Spans
9192,multi_train,3,Multi-Image Spans
9194,multi_train,3,Multi-Image Spans
9180,multi_train,3,Multi-Image Spans
9181,multi_train,3,Multi-Image Spans
9182,multi_train,3,Non-Span
9184,multi_train,3,Non-Span
9187,multi_train,3,Multi-Image Spans
9188,multi_train,3,Multi-Image Spans
1441,multi_train,3,Multi-Image Spans
1442,multi_train,3,Multi-Image Spans
1443,multi_train,3,Multi-Image Spans
1444,multi_train,3,Non-Span
1139,multi_train,2,Multi-Image Spans
1142,multi_train,2,Multi-Image Spans
1143,multi_train,2,Multi-Image Spans
1140,multi_train,2,Multi-Image Spans
1141,multi_train,2,Cross-Image Synthesis
3349,multi_train,3,Multi-Image Spans
3350,multi_train,3,Non-Span
3351,multi_train,3,Multi-Image Spans
3355,multi_train,3,Multi-Image Spans
3356,multi_train,3,Multi-Image Spans
3353,multi_train,3,Multi-Image Spans
3354,multi_train,3,Multi-Image Spans
6201,multi_train,3,Multi-Image Spans
759,multi_train,3,Multi-Image Spans
762,multi_train,3,Non-Span
763,multi_train,3,Non-Span
753,multi_train,3,Multi-Image Spans
754,multi_train,3,Non-Span
755,multi_train,3,Non-Span
756,multi_train,3,Multi-Image Spans
758,multi_train,3,Cross-Image Synthesis
8277,multi_train,2,Cross-Image Synthesis
8278,multi_train,2,Non-Span
8279,multi_train,2,Multi-Image Spans
7125,multi_train,3,Cross-Image Synthesis
7126,multi_train,3,Non-Span
7128,multi_train,3,Non-Span
7134,multi_train,3,Non-Span
7135,multi_train,3,Multi-Image Spans
7136,multi_train,3,Multi-Image Spans
7130,multi_train,3,Multi-Image Spans
7131,multi_train,3,Non-Span
6726,multi_train,3,Cross-Image Synthesis
6727,multi_train,3,Non-Span
6728,multi_train,3,Non-Span
3399,multi_train,3,Multi-Image Spans
6103,multi_train,2,Cross-Image Synthesis
6104,multi_train,2,Multi-Image Spans
6105,multi_train,2,Multi-Image Spans
6106,multi_train,2,Non-Span
6107,multi_train,2,Multi-Image Spans
7962,multi_train,2,Multi-Image Spans
7963,multi_train,2,Multi-Image Spans
7964,multi_train,2,Multi-Image Spans
8204,multi_train,2,Multi-Image Spans
8206,multi_train,2,Cross-Image Synthesis
3089,multi_train,2,Non-Span
3093,multi_train,2,Multi-Image Spans
3094,multi_train,2,Multi-Image Spans
3095,multi_train,2,Multi-Image Spans
3096,multi_train,2,Non-Span
3090,multi_train,3,Non-Span
3091,multi_train,3,Cross-Image Synthesis
3092,multi_train,3,Multi-Image Spans
4245,multi_train,3,Non-Span
4246,multi_train,3,Multi-Image Spans
4247,multi_train,3,Cross-Image Synthesis
4248,multi_train,3,Multi-Image Spans
4249,multi_train,3,Cross-Image Synthesis
4251,multi_train,3,Non-Span
4253,multi_train,3,Cross-Image Synthesis
2381,multi_train,2,Cross-Image Synthesis
2382,multi_train,2,Non-Span
2383,multi_train,2,Multi-Image Spans
7403,multi_train,2,Multi-Image Spans
7405,multi_train,2,Cross-Image Synthesis
7406,multi_train,2,Multi-Image Spans
4029,multi_train,2,Multi-Image Spans
4030,multi_train,2,Multi-Image Spans
4031,multi_train,2,Non-Span
1426,multi_train,2,Multi-Image Spans
1427,multi_train,2,Non-Span
1428,multi_train,2,Multi-Image Spans
7272,multi_train,3,Cross-Image Synthesis
7273,multi_train,3,Multi-Image Spans
7274,multi_train,3,Non-Span
7276,multi_train,3,Multi-Image Spans
7277,multi_train,3,Multi-Image Spans
7282,multi_train,3,Multi-Image Spans
7269,multi_train,3,Multi-Image Spans
7270,multi_train,3,Cross-Image Synthesis
7271,multi_train,3,Non-Span
5621,multi_train,3,Multi-Image Spans
5622,multi_train,3,Non-Span
2109,multi_train,2,Multi-Image Spans
2113,multi_train,2,Multi-Image Spans
6058,multi_train,2,Multi-Image Spans
833,multi_train,4,Non-Span
835,multi_train,4,Multi-Image Spans
1103,multi_train,2,Multi-Image Spans
1104,multi_train,2,Cross-Image Synthesis
1105,multi_train,2,Non-Span
1106,multi_train,2,Multi-Image Spans
1107,multi_train,2,Cross-Image Synthesis
6291,multi_train,2,Multi-Image Spans
6292,multi_train,2,Non-Span
6809,multi_train,3,Multi-Image Spans
6810,multi_train,3,Multi-Image Spans
6811,multi_train,3,Multi-Image Spans
6813,multi_train,3,Multi-Image Spans
5199,multi_train,3,Non-Span
911,multi_train,2,Multi-Image Spans
910,multi_train,2,Multi-Image Spans
912,multi_train,2,Non-Span
913,multi_train,2,Multi-Image Spans
828,multi_train,2,Multi-Image Spans
7327,multi_train,4,Multi-Image Spans
5190,multi_train,3,Cross-Image Synthesis
5191,multi_train,3,Multi-Image Spans
5192,multi_train,3,Non-Span
5193,multi_train,3,Multi-Image Spans
5194,multi_train,3,Multi-Image Spans
5195,multi_train,3,Cross-Image Synthesis
3364,multi_train,3,Multi-Image Spans
3365,multi_train,3,Multi-Image Spans
3368,multi_train,3,Multi-Image Spans
3358,multi_train,3,Multi-Image Spans
3359,multi_train,3,Multi-Image Spans
6997,multi_train,3,Multi-Image Spans
6998,multi_train,3,Multi-Image Spans
6999,multi_train,3,Non-Span
7000,multi_train,3,Multi-Image Spans
6995,multi_train,3,Multi-Image Spans
6996,multi_train,3,Multi-Image Spans
7001,multi_train,3,Non-Span
7002,multi_train,3,Multi-Image Spans
7003,multi_train,3,Multi-Image Spans
7004,multi_train,3,Multi-Image Spans
1409,multi_train,2,Multi-Image Spans
8532,multi_train,3,Cross-Image Synthesis
8533,multi_train,3,Multi-Image Spans
8534,multi_train,3,Non-Span
8537,multi_train,3,Cross-Image Synthesis
8527,multi_train,3,Non-Span
8528,multi_train,3,Multi-Image Spans
8529,multi_train,3,Non-Span
8530,multi_train,3,Cross-Image Synthesis
8531,multi_train,3,Multi-Image Spans
8538,multi_train,3,Non-Span
8539,multi_train,3,Multi-Image Spans
8541,multi_train,3,Multi-Image Spans
8543,multi_train,3,Multi-Image Spans
7520,multi_train,3,Multi-Image Spans
2328,multi_train,2,Multi-Image Spans
3651,multi_train,4,Multi-Image Spans
2029,multi_train,2,Multi-Image Spans
2659,multi_train,3,Non-Span
2660,multi_train,3,Non-Span
2661,multi_train,3,Multi-Image Spans
2662,multi_train,3,Multi-Image Spans
2656,multi_train,3,Non-Span
2657,multi_train,3,Multi-Image Spans
2658,multi_train,3,Non-Span
2653,multi_train,3,Multi-Image Spans
2654,multi_train,3,Cross-Image Synthesis
2655,multi_train,3,Non-Span
3665,multi_train,3,Cross-Image Synthesis
5790,multi_train,3,Multi-Image Spans
5791,multi_train,3,Cross-Image Synthesis
5792,multi_train,3,Non-Span
5793,multi_train,3,Multi-Image Spans
5794,multi_train,3,Multi-Image Spans
5795,multi_train,3,Non-Span
5796,multi_train,3,Cross-Image Synthesis
5785,multi_train,3,Non-Span
5786,multi_train,3,Multi-Image Spans
5788,multi_train,3,Multi-Image Spans
5789,multi_train,3,Multi-Image Spans
6311,multi_train,2,Non-Span
8398,multi_train,3,Non-Span
8399,multi_train,3,Multi-Image Spans
8400,multi_train,3,Multi-Image Spans
7715,multi_train,3,Cross-Image Synthesis
7716,multi_train,3,Non-Span
7717,multi_train,3,Multi-Image Spans
4661,multi_train,2,Cross-Image Synthesis
4662,multi_train,2,Multi-Image Spans
4663,multi_train,2,Non-Span
4664,multi_train,2,Cross-Image Synthesis
4665,multi_train,2,Multi-Image Spans
907,multi_train,2,Multi-Image Spans
908,multi_train,2,Multi-Image Spans
909,multi_train,2,Non-Span
6795,multi_train,3,Multi-Image Spans
300,multi_train,3,Multi-Image Spans
302,multi_train,3,Cross-Image Synthesis
304,multi_train,3,Multi-Image Spans
6565,multi_train,2,Multi-Image Spans
6566,multi_train,2,Multi-Image Spans
6427,multi_train,4,Cross-Image Synthesis
6428,multi_train,4,Multi-Image Spans
6429,multi_train,4,Non-Span
6430,multi_train,4,Cross-Image Synthesis
2393,multi_train,2,Non-Span
2394,multi_train,2,Cross-Image Synthesis
2395,multi_train,2,Non-Span
2396,multi_train,2,Multi-Image Spans
6345,multi_train,2,Multi-Image Spans
6347,multi_train,2,Non-Span
1301,multi_train,4,Cross-Image Synthesis
1302,multi_train,4,Non-Span
4537,multi_train,3,Multi-Image Spans
4538,multi_train,3,Cross-Image Synthesis
4539,multi_train,3,Cross-Image Synthesis
4540,multi_train,3,Non-Span
4541,multi_train,3,Multi-Image Spans
2303,multi_train,3,Multi-Image Spans
2304,multi_train,3,Cross-Image Synthesis
2306,multi_train,3,Non-Span
7366,multi_train,2,Multi-Image Spans
728,multi_train,3,Cross-Image Synthesis
724,multi_train,3,Multi-Image Spans
726,multi_train,3,Multi-Image Spans
721,multi_train,3,Multi-Image Spans
722,multi_train,3,Cross-Image Synthesis
6569,multi_train,3,Multi-Image Spans
6570,multi_train,3,Multi-Image Spans
731,multi_train,3,Cross-Image Synthesis
733,multi_train,3,Multi-Image Spans
1885,multi_train,2,Multi-Image Spans
1887,multi_train,2,Multi-Image Spans
896,multi_train,2,Multi-Image Spans
5632,multi_train,2,Non-Span
5633,multi_train,2,Multi-Image Spans
471,multi_train,2,Non-Span
472,multi_train,2,Multi-Image Spans
473,multi_train,2,Multi-Image Spans
474,multi_train,2,Multi-Image Spans
1642,multi_train,2,Multi-Image Spans
1643,multi_train,2,Multi-Image Spans
1644,multi_train,2,Multi-Image Spans
1646,multi_train,2,Multi-Image Spans
5938,multi_train,3,Non-Span
5939,multi_train,3,Cross-Image Synthesis
5940,multi_train,3,Multi-Image Spans
5595,multi_train,2,Multi-Image Spans
5596,multi_train,2,Cross-Image Synthesis
5597,multi_train,2,Non-Span
5378,multi_train,2,Cross-Image Synthesis
5380,multi_train,2,Cross-Image Synthesis
5381,multi_train,2,Multi-Image Spans
5382,multi_train,2,Multi-Image Spans
5383,multi_train,2,Non-Span
6477,multi_train,3,Non-Span
6478,multi_train,3,Multi-Image Spans
6479,multi_train,3,Non-Span
403,multi_train,3,Non-Span
404,multi_train,3,Cross-Image Synthesis
405,multi_train,3,Multi-Image Spans
482,multi_train,3,Non-Span
476,multi_train,3,Non-Span
477,multi_train,3,Multi-Image Spans
483,multi_train,3,Multi-Image Spans
484,multi_train,3,Non-Span
486,multi_train,3,Multi-Image Spans
3645,multi_train,3,Multi-Image Spans
3646,multi_train,3,Non-Span
3640,multi_train,3,Multi-Image Spans
3643,multi_train,3,Cross-Image Synthesis
3635,multi_train,3,Non-Span
3636,multi_train,3,Non-Span
3637,multi_train,3,Multi-Image Spans
7670,multi_train,3,Multi-Image Spans
7671,multi_train,3,Non-Span
7672,multi_train,3,Multi-Image Spans
6097,multi_train,2,Multi-Image Spans
6098,multi_train,2,Multi-Image Spans
6099,multi_train,2,Non-Span
6432,multi_train,2,Cross-Image Synthesis
6433,multi_train,2,Multi-Image Spans
490,multi_train,2,Cross-Image Synthesis
491,multi_train,2,Multi-Image Spans
492,multi_train,2,Multi-Image Spans
493,multi_train,2,Non-Span
2150,multi_train,3,Multi-Image Spans
2151,multi_train,3,Non-Span
2152,multi_train,3,Non-Span
2153,multi_train,3,Multi-Image Spans
3301,multi_train,3,Multi-Image Spans
3303,multi_train,3,Non-Span
3304,multi_train,3,Multi-Image Spans
3305,multi_train,3,Non-Span
3306,multi_train,3,Non-Span
3296,multi_train,3,Multi-Image Spans
3297,multi_train,3,Multi-Image Spans
3298,multi_train,3,Multi-Image Spans
3299,multi_train,3,Non-Span
1918,multi_train,2,Non-Span
1919,multi_train,2,Non-Span
1620,multi_train,2,Multi-Image Spans
5451,multi_train,2,Non-Span
5452,multi_train,2,Multi-Image Spans
5453,multi_train,2,Cross-Image Synthesis
7759,multi_train,4,Multi-Image Spans
7761,multi_train,4,Non-Span
6215,multi_train,4,Non-Span
6216,multi_train,4,Multi-Image Spans
6218,multi_train,4,Multi-Image Spans
8009,multi_train,2,Multi-Image Spans
3097,multi_train,3,Non-Span
3098,multi_train,3,Multi-Image Spans
3099,multi_train,3,Cross-Image Synthesis
5171,multi_train,2,Multi-Image Spans
2728,multi_train,3,Multi-Image Spans
2729,multi_train,3,Non-Span
2730,multi_train,3,Multi-Image Spans
2731,multi_train,3,Multi-Image Spans
2732,multi_train,3,Multi-Image Spans
2733,multi_train,3,Cross-Image Synthesis
2734,multi_train,3,Non-Span
2736,multi_train,3,Cross-Image Synthesis
4439,multi_train,2,Non-Span
4440,multi_train,2,Cross-Image Synthesis
4441,multi_train,2,Cross-Image Synthesis
4442,multi_train,2,Multi-Image Spans
230,multi_train,2,Multi-Image Spans
227,multi_train,2,Non-Span
228,multi_train,2,Multi-Image Spans
229,multi_train,2,Multi-Image Spans
231,multi_train,2,Multi-Image Spans
232,multi_train,2,Multi-Image Spans
4360,multi_train,2,Multi-Image Spans
4361,multi_train,2,Non-Span
1702,multi_train,2,Multi-Image Spans
1703,multi_train,2,Multi-Image Spans
1704,multi_train,2,Non-Span
7869,multi_train,4,Multi-Image Spans
8625,multi_train,3,Multi-Image Spans
8626,multi_train,3,Non-Span
8635,multi_train,3,Non-Span
8636,multi_train,3,Multi-Image Spans
8637,multi_train,3,Non-Span
8638,multi_train,3,Non-Span
8630,multi_train,3,Non-Span
8631,multi_train,3,Multi-Image Spans
8632,multi_train,3,Multi-Image Spans
8633,multi_train,3,Cross-Image Synthesis
2114,multi_train,2,Multi-Image Spans
2116,multi_train,2,Non-Span
2118,multi_train,2,Cross-Image Synthesis
5412,multi_train,2,Multi-Image Spans
7827,multi_train,3,Multi-Image Spans
7828,multi_train,3,Multi-Image Spans
4570,multi_train,2,Non-Span
4571,multi_train,2,Multi-Image Spans
1712,multi_train,3,Non-Span
2315,multi_train,3,Multi-Image Spans
2316,multi_train,3,Non-Span
2317,multi_train,3,Multi-Image Spans
9469,multi_train,3,Multi-Image Spans
9470,multi_train,3,Multi-Image Spans
9466,multi_train,3,Multi-Image Spans
9467,multi_train,3,Non-Span
9462,multi_train,3,Non-Span
9463,multi_train,3,Multi-Image Spans
9464,multi_train,3,Multi-Image Spans
1314,multi_train,2,Multi-Image Spans
1315,multi_train,2,Non-Span
1316,multi_train,2,Multi-Image Spans
1317,multi_train,2,Multi-Image Spans
1318,multi_train,2,Non-Span
6086,multi_train,2,Non-Span
7100,multi_train,3,Non-Span
7102,multi_train,3,Multi-Image Spans
7105,multi_train,3,Cross-Image Synthesis
7106,multi_train,3,Cross-Image Synthesis
409,multi_train,2,Cross-Image Synthesis
411,multi_train,2,Multi-Image Spans
1084,multi_train,2,Multi-Image Spans
1086,multi_train,2,Multi-Image Spans
6171,multi_train,4,Multi-Image Spans
6173,multi_train,4,Multi-Image Spans
4932,multi_train,3,Multi-Image Spans
4933,multi_train,3,Non-Span
4934,multi_train,3,Multi-Image Spans
4935,multi_train,3,Cross-Image Synthesis
4924,multi_train,3,Multi-Image Spans
4925,multi_train,3,Non-Span
4926,multi_train,3,Cross-Image Synthesis
4928,multi_train,3,Multi-Image Spans
4929,multi_train,3,Multi-Image Spans
4930,multi_train,3,Non-Span
4931,multi_train,3,Cross-Image Synthesis
853,multi_train,2,Multi-Image Spans
855,multi_train,2,Multi-Image Spans
856,multi_train,2,Multi-Image Spans
857,multi_train,2,Multi-Image Spans
2437,multi_train,3,Cross-Image Synthesis
5237,multi_train,2,Non-Span
5238,multi_train,2,Multi-Image Spans
7838,multi_train,3,Multi-Image Spans
7839,multi_train,3,Non-Span
7840,multi_train,3,Multi-Image Spans
1865,multi_train,2,Non-Span
1866,multi_train,2,Cross-Image Synthesis
1867,multi_train,2,Multi-Image Spans
1868,multi_train,2,Multi-Image Spans
8304,multi_train,3,Cross-Image Synthesis
8305,multi_train,3,Non-Span
8306,multi_train,3,Non-Span
8307,multi_train,3,Multi-Image Spans
8309,multi_train,3,Cross-Image Synthesis
8310,multi_train,3,Non-Span
1489,multi_train,2,Multi-Image Spans
1490,multi_train,2,Multi-Image Spans
1488,multi_train,2,Non-Span
5039,multi_train,3,Multi-Image Spans
5043,multi_train,3,Non-Span
5044,multi_train,3,Cross-Image Synthesis
5046,multi_train,3,Multi-Image Spans
5048,multi_train,3,Multi-Image Spans
5049,multi_train,3,Non-Span
5050,multi_train,3,Non-Span
5052,multi_train,3,Multi-Image Spans
5053,multi_train,3,Non-Span
9129,multi_train,3,Multi-Image Spans
9132,multi_train,3,Non-Span
9137,multi_train,3,Multi-Image Spans
9138,multi_train,3,Multi-Image Spans
9133,multi_train,3,Multi-Image Spans
9134,multi_train,3,Non-Span
9135,multi_train,3,Multi-Image Spans
7790,multi_train,2,Multi-Image Spans
7791,multi_train,2,Multi-Image Spans
7793,multi_train,2,Non-Span
1932,multi_train,2,Multi-Image Spans
1933,multi_train,2,Cross-Image Synthesis
1934,multi_train,2,Non-Span
1935,multi_train,2,Multi-Image Spans
1936,multi_train,2,Cross-Image Synthesis
1937,multi_train,2,Multi-Image Spans
2428,multi_train,3,Cross-Image Synthesis
2429,multi_train,3,Non-Span
2430,multi_train,3,Multi-Image Spans
2431,multi_train,3,Non-Span
2419,multi_train,3,Multi-Image Spans
2420,multi_train,3,Non-Span
2421,multi_train,3,Cross-Image Synthesis
2422,multi_train,3,Cross-Image Synthesis
2423,multi_train,3,Cross-Image Synthesis
2425,multi_train,3,Multi-Image Spans
2426,multi_train,3,Multi-Image Spans
1199,multi_train,2,Multi-Image Spans
1200,multi_train,2,Non-Span
1201,multi_train,2,Cross-Image Synthesis
3923,multi_train,2,Multi-Image Spans
3924,multi_train,2,Multi-Image Spans
3925,multi_train,2,Multi-Image Spans
4524,multi_train,2,Multi-Image Spans
4525,multi_train,2,Non-Span
4526,multi_train,2,Cross-Image Synthesis
556,multi_train,3,Non-Span
557,multi_train,3,Multi-Image Spans
558,multi_train,3,Multi-Image Spans
559,multi_train,3,Cross-Image Synthesis
560,multi_train,3,Multi-Image Spans
561,multi_train,3,Non-Span
562,multi_train,3,Cross-Image Synthesis
563,multi_train,3,Multi-Image Spans
564,multi_train,3,Cross-Image Synthesis
565,multi_train,3,Multi-Image Spans
566,multi_train,3,Non-Span
1087,multi_train,2,Multi-Image Spans
1088,multi_train,2,Multi-Image Spans
1089,multi_train,2,Multi-Image Spans
1090,multi_train,2,Non-Span
7019,multi_train,3,Non-Span
7021,multi_train,3,Multi-Image Spans
7017,multi_train,3,Multi-Image Spans
7123,multi_train,3,Multi-Image Spans
7350,multi_train,2,Cross-Image Synthesis
7351,multi_train,2,Non-Span
7352,multi_train,2,Non-Span
7353,multi_train,2,Multi-Image Spans
7354,multi_train,2,Multi-Image Spans
435,multi_train,2,Non-Span
436,multi_train,2,Non-Span
437,multi_train,2,Multi-Image Spans
438,multi_train,2,Cross-Image Synthesis
439,multi_train,2,Cross-Image Synthesis
5283,multi_train,2,Cross-Image Synthesis
5284,multi_train,2,Non-Span
5285,multi_train,2,Multi-Image Spans
5286,multi_train,2,Multi-Image Spans
5287,multi_train,2,Non-Span
4600,multi_train,3,Multi-Image Spans
4601,multi_train,3,Cross-Image Synthesis
4711,multi_train,2,Multi-Image Spans
4712,multi_train,2,Non-Span
4713,multi_train,2,Multi-Image Spans
4714,multi_train,2,Multi-Image Spans
4068,multi_train,2,Cross-Image Synthesis
4069,multi_train,2,Multi-Image Spans
4770,multi_train,2,Multi-Image Spans
7729,multi_train,4,Multi-Image Spans
7730,multi_train,4,Cross-Image Synthesis
7731,multi_train,4,Cross-Image Synthesis
7732,multi_train,4,Cross-Image Synthesis
7733,multi_train,4,Non-Span
7734,multi_train,4,Non-Span
9230,multi_train,3,Multi-Image Spans
9231,multi_train,3,Non-Span
9232,multi_train,3,Non-Span
9237,multi_train,3,Multi-Image Spans
9238,multi_train,3,Multi-Image Spans
9240,multi_train,3,Non-Span
9234,multi_train,3,Multi-Image Spans
9235,multi_train,3,Non-Span
9236,multi_train,3,Cross-Image Synthesis
1051,multi_train,4,Multi-Image Spans
1920,multi_train,2,Non-Span
1921,multi_train,2,Cross-Image Synthesis
1922,multi_train,2,Non-Span
1924,multi_train,2,Cross-Image Synthesis
4572,multi_train,2,Multi-Image Spans
4573,multi_train,2,Non-Span
4574,multi_train,2,Non-Span
4575,multi_train,2,Multi-Image Spans
8192,multi_train,2,Non-Span
8193,multi_train,2,Cross-Image Synthesis
8194,multi_train,2,Multi-Image Spans
8195,multi_train,2,Cross-Image Synthesis
2371,multi_train,2,Multi-Image Spans
2372,multi_train,2,Non-Span
5340,multi_train,2,Multi-Image Spans
5341,multi_train,2,Multi-Image Spans
5343,multi_train,2,Non-Span
6409,multi_train,3,Multi-Image Spans
6359,multi_train,2,Multi-Image Spans
1421,multi_train,4,Multi-Image Spans
1422,multi_train,4,Multi-Image Spans
8001,multi_train,2,Cross-Image Synthesis
8002,multi_train,2,Non-Span
2120,multi_train,2,Cross-Image Synthesis
5446,multi_train,2,Multi-Image Spans
5447,multi_train,2,Non-Span
7296,multi_train,3,Non-Span
7297,multi_train,3,Cross-Image Synthesis
7299,multi_train,3,Multi-Image Spans
7301,multi_train,3,Non-Span
7302,multi_train,3,Multi-Image Spans
2940,multi_train,3,Non-Span
2941,multi_train,3,Multi-Image Spans
2942,multi_train,3,Cross-Image Synthesis
2324,multi_train,2,Multi-Image Spans
2325,multi_train,2,Multi-Image Spans
2327,multi_train,2,Cross-Image Synthesis
5682,multi_train,2,Multi-Image Spans
7878,multi_train,2,Multi-Image Spans
7879,multi_train,2,Non-Span
7881,multi_train,2,Multi-Image Spans
3806,multi_train,3,Multi-Image Spans
3807,multi_train,3,Multi-Image Spans
3808,multi_train,3,Cross-Image Synthesis
3809,multi_train,3,Multi-Image Spans
3802,multi_train,3,Multi-Image Spans
3803,multi_train,3,Multi-Image Spans
206,multi_train,3,Non-Span
207,multi_train,3,Multi-Image Spans
713,multi_train,2,Multi-Image Spans
714,multi_train,2,Multi-Image Spans
715,multi_train,2,Non-Span
716,multi_train,2,Non-Span
717,multi_train,2,Multi-Image Spans
718,multi_train,2,Multi-Image Spans
719,multi_train,2,Cross-Image Synthesis
720,multi_train,2,Multi-Image Spans
2247,multi_train,2,Multi-Image Spans
2249,multi_train,2,Non-Span
2250,multi_train,2,Multi-Image Spans
2251,multi_train,2,Non-Span
502,multi_train,3,Non-Span
495,multi_train,3,Multi-Image Spans
6884,multi_train,3,Multi-Image Spans
6885,multi_train,3,Multi-Image Spans
6887,multi_train,3,Multi-Image Spans
7646,multi_train,3,Cross-Image Synthesis
7647,multi_train,3,Multi-Image Spans
7649,multi_train,3,Multi-Image Spans
785,multi_train,2,Cross-Image Synthesis
786,multi_train,2,Multi-Image Spans
787,multi_train,2,Multi-Image Spans
788,multi_train,2,Cross-Image Synthesis
789,multi_train,2,Non-Span
555,multi_train,3,Multi-Image Spans
553,multi_train,3,Non-Span
549,multi_train,3,Multi-Image Spans
548,multi_train,3,Multi-Image Spans
550,multi_train,3,Non-Span
551,multi_train,3,Non-Span
543,multi_train,3,Cross-Image Synthesis
544,multi_train,3,Multi-Image Spans
545,multi_train,3,Non-Span
546,multi_train,3,Cross-Image Synthesis
542,multi_train,3,Non-Span
9369,multi_train,3,Multi-Image Spans
9370,multi_train,3,Cross-Image Synthesis
9371,multi_train,3,Non-Span
9372,multi_train,3,Cross-Image Synthesis
9366,multi_train,3,Non-Span
9367,multi_train,3,Cross-Image Synthesis
9368,multi_train,3,Multi-Image Spans
9373,multi_train,3,Non-Span
9374,multi_train,3,Multi-Image Spans
6510,multi_train,3,Multi-Image Spans
6511,multi_train,3,Multi-Image Spans
2263,multi_train,2,Multi-Image Spans
6198,multi_train,4,Non-Span
6199,multi_train,4,Multi-Image Spans
6200,multi_train,4,Multi-Image Spans
6507,multi_train,4,Multi-Image Spans
80,multi_train,4,Non-Span
81,multi_train,4,Non-Span
82,multi_train,4,Multi-Image Spans
83,multi_train,4,Cross-Image Synthesis
84,multi_train,4,Multi-Image Spans
85,multi_train,4,Multi-Image Spans
91,multi_train,4,Cross-Image Synthesis
93,multi_train,4,Non-Span
94,multi_train,4,Multi-Image Spans
92,multi_train,4,Multi-Image Spans
77,multi_train,4,Non-Span
79,multi_train,4,Cross-Image Synthesis
78,multi_train,4,Multi-Image Spans
86,multi_train,4,Multi-Image Spans
87,multi_train,4,Non-Span
88,multi_train,4,Cross-Image Synthesis
89,multi_train,4,Multi-Image Spans
90,multi_train,4,Multi-Image Spans
73,multi_train,4,Non-Span
74,multi_train,4,Multi-Image Spans
75,multi_train,4,Non-Span
76,multi_train,4,Cross-Image Synthesis
72,multi_train,4,Multi-Image Spans
3916,multi_train,3,Non-Span
3917,multi_train,3,Multi-Image Spans
3918,multi_train,3,Multi-Image Spans
647,multi_train,3,Non-Span
648,multi_train,3,Multi-Image Spans
640,multi_train,3,Cross-Image Synthesis
641,multi_train,3,Multi-Image Spans
643,multi_train,3,Cross-Image Synthesis
644,multi_train,3,Multi-Image Spans
646,multi_train,3,Multi-Image Spans
2208,multi_train,4,Multi-Image Spans
2404,multi_train,2,Multi-Image Spans
1309,multi_train,2,Multi-Image Spans
