question_id,split_name,task_family,answer_source
813,multi_train,multi,Cross-Image Synthesis
810,multi_train,multi,Non-Span
800,multi_train,multi,Cross-Image Synthesis
801,multi_train,multi,Multi-Image Spans
802,multi_train,multi,Non-Span
803,multi_train,multi,Cross-Image Synthesis
804,multi_train,multi,Non-Span
805,multi_train,multi,Non-Span
806,multi_train,multi,Multi-Image Spans
807,multi_train,multi,Cross-Image Synthesis
808,multi_train,multi,Multi-Image Spans
617,multi_train,multi,Cross-Image Synthesis
618,multi_train,multi,Non-Span
619,multi_train,multi,Non-Span
620,multi_train,multi,Multi-Image Spans
621,multi_train,multi,Multi-Image Spans
614,multi_train,multi,Multi-Image Spans
615,multi_train,multi,Multi-Image Spans
616,multi_train,multi,Cross-Image Synthesis
623,multi_train,multi,Multi-Image Spans
624,multi_train,multi,Cross-Image Synthesis
6551,multi_train,multi,Multi-Image Spans
6553,multi_train,multi,Multi-Image Spans
6555,multi_train,multi,Cross-Image Synthesis
8426,multi_train,multi,Non-Span
8427,multi_train,multi,Cross-Image Synthesis
8428,multi_train,multi,Multi-Image Spans
3168,multi_train,multi,Multi-Image Spans
3169,multi_train,multi,Non-Span
2170,multi_train,multi,Multi-Image Spans
4759,multi_train,multi,Multi-Image Spans
4760,multi_train,multi,Non-Span
1709,multi_train,multi,Cross-Image Synthesis
1710,multi_train,multi,Multi-Image Spans
6981,multi_train,multi,Non-Span
6982,multi_train,multi,Multi-Image Spans
6984,multi_train,multi,Multi-Image Spans
6495,multi_train,multi,Non-Span
6496,multi_train,multi,Multi-Image Spans
3941,multi_train,multi,Multi-Image Spans
3942,multi_train,multi,Cross-Image Synthesis
3943,multi_train,multi,Non-Span
4585,multi_train,multi,Multi-Image Spans
4587,multi_train,multi,Multi-Image Spans
4588,multi_train,multi,Multi-Image Spans
4579,multi_train,multi,Multi-Image Spans
4580,multi_train,multi,Multi-Image Spans
7146,multi_train,multi,Multi-Image Spans
7147,multi_train,multi,Multi-Image Spans
7148,multi_train,multi,Multi-Image Spans
7149,multi_train,multi,Non-Span
7142,multi_train,multi,Cross-Image Synthesis
7144,multi_train,multi,Non-Span
7138,multi_train,multi,Cross-Image Synthesis
7139,multi_train,multi,Multi-Image Spans
7141,multi_train,multi,Non-Span
1925,multi_train,multi,Multi-Image Spans
1926,multi_train,multi,Non-Span
1927,multi_train,multi,Multi-Image Spans
1928,multi_train,multi,Multi-Image Spans
5003,multi_train,multi,Multi-Image Spans
5005,multi_train,multi,Multi-Image Spans
5006,multi_train,multi,Multi-Image Spans
5007,multi_train,multi,Cross-Image Synthesis
5008,multi_train,multi,Non-Span
5009,multi_train,multi,Multi-Image Spans
5010,multi_train,multi,Non-Span
5011,multi_train,multi,Multi-Image Spans
6503,multi_train,multi,Multi-Image Spans
6504,multi_train,multi,Multi-Image Spans
6505,multi_train,multi,Multi-Image Spans
107,multi_train,multi,Multi-Image Spans
108,multi_train,multi,Multi-Image Spans
109,multi_train,multi,Non-Span
110,multi_train,multi,Cross-Image Synthesis
2035,multi_train,multi,Cross-Image Synthesis
9106,multi_train,multi,Multi-Image Spans
9107,multi_train,multi,Multi-Image Spans
9114,multi_train,multi,Cross-Image Synthesis
9117,multi_train,multi,Non-Span
9118,multi_train,multi,Multi-Image Spans
9115,multi_train,multi,Non-Span
9116,multi_train,multi,Non-Span
9110,multi_train,multi,Cross-Image Synthesis
9111,multi_train,multi,Non-Span
9112,multi_train,multi,Cross-Image Synthesis
3603,multi_train,multi,Multi-Image Spans
3604,multi_train,multi,Multi-Image Spans
3605,multi_train,multi,Multi-Image Spans
3606,multi_train,multi,Multi-Image Spans
3607,multi_train,multi,Non-Span
3598,multi_train,multi,Multi-Image Spans
3599,multi_train,multi,Non-Span
3600,multi_train,multi,Multi-Image Spans
3601,multi_train,multi,Cross-Image Synthesis
3602,multi_train,multi,Non-Span
3608,multi_train,multi,Non-Span
3609,multi_train,multi,Multi-Image Spans
3610,multi_train,multi,Non-Span
3611,multi_train,multi,Multi-Image Spans
6151,multi_train,multi,Multi-Image Spans
1296,multi_train,multi,Non-Span
1297,multi_train,multi,Multi-Image Spans
1298,multi_train,multi,Multi-Image Spans
1299,multi_train,multi,Multi-Image Spans
1300,multi_train,multi,Non-Span
7787,multi_train,multi,Multi-Image Spans
7788,multi_train,multi,Multi-Image Spans
1667,multi_train,multi,Multi-Image Spans
1668,multi_train,multi,Multi-Image Spans
1670,multi_train,multi,Multi-Image Spans
6739,multi_train,multi,Multi-Image Spans
6740,multi_train,multi,Cross-Image Synthesis
6741,multi_train,multi,Non-Span
1908,multi_train,multi,Multi-Image Spans
1909,multi_train,multi,Non-Span
1910,multi_train,multi,Multi-Image Spans
1911,multi_train,multi,Non-Span
6142,multi_train,multi,Non-Span
3716,multi_train,multi,Multi-Image Spans
3717,multi_train,multi,Multi-Image Spans
7562,multi_train,multi,Non-Span
7563,multi_train,multi,Multi-Image Spans
7564,multi_train,multi,Cross-Image Synthesis
7565,multi_train,multi,Multi-Image Spans
7566,multi_train,multi,Multi-Image Spans
7567,multi_train,multi,Multi-Image Spans
1768,multi_train,multi,Multi-Image Spans
1769,multi_train,multi,Non-Span
4785,multi_train,multi,Multi-Image Spans
4786,multi_train,multi,Non-Span
4787,multi_train,multi,Cross-Image Synthesis
6236,multi_train,multi,Multi-Image Spans
9539,multi_train,multi,Cross-Image Synthesis
9540,multi_train,multi,Cross-Image Synthesis
9541,multi_train,multi,Non-Span
9531,multi_train,multi,Non-Span
9532,multi_train,multi,Non-Span
9534,multi_train,multi,Cross-Image Synthesis
9530,multi_train,multi,Multi-Image Spans
9533,multi_train,multi,Non-Span
5510,multi_train,multi,Multi-Image Spans
3156,multi_train,multi,Multi-Image Spans
3157,multi_train,multi,Non-Span
3154,multi_train,multi,Multi-Image Spans
3159,multi_train,multi,Multi-Image Spans
3161,multi_train,multi,Non-Span
4091,multi_train,multi,Multi-Image Spans
4092,multi_train,multi,Multi-Image Spans
4093,multi_train,multi,Multi-Image Spans
6905,multi_train,multi,Non-Span
6640,multi_train,multi,Cross-Image Synthesis
6642,multi_train,multi,Multi-Image Spans
4414,multi_train,multi,Multi-Image Spans
4417,multi_train,multi,Non-Span
6137,multi_train,multi,Multi-Image Spans
6138,multi_train,multi,Multi-Image Spans
6140,multi_train,multi,Multi-Image Spans
2500,multi_train,multi,Non-Span
2501,multi_train,multi,Multi-Image Spans
2508,multi_train,multi,Multi-Image Spans
2502,multi_train,multi,Non-Span
2503,multi_train,multi,Multi-Image Spans
2504,multi_train,multi,Cross-Image Synthesis
2505,multi_train,multi,Multi-Image Spans
6684,multi_train,multi,Multi-Image Spans
6686,multi_train,multi,Multi-Image Spans
2046,multi_train,multi,Non-Span
2047,multi_train,multi,Cross-Image Synthesis
8756,multi_train,multi,Multi-Image Spans
8759,multi_train,multi,Multi-Image Spans
8760,multi_train,multi,Cross-Image Synthesis
243,multi_train,multi,Non-Span
244,multi_train,multi,Cross-Image Synthesis
7396,multi_train,multi,Multi-Image Spans
2513,multi_train,multi,Multi-Image Spans
2515,multi_train,multi,Multi-Image Spans
2510,multi_train,multi,Non-Span
2511,multi_train,multi,Cross-Image Synthesis
2516,multi_train,multi,Multi-Image Spans
2517,multi_train,multi,Multi-Image Spans
2518,multi_train,multi,Non-Span
2519,multi_train,multi,Non-Span
7584,multi_train,multi,Multi-Image Spans
7585,multi_train,multi,Cross-Image Synthesis
7586,multi_train,multi,Non-Span
6749,multi_train,multi,Non-Span
6750,multi_train,multi,Multi-Image Spans
6751,multi_train,multi,Multi-Image Spans
6498,multi_train,multi,Multi-Image Spans
7204,multi_train,multi,Multi-Image Spans
7205,multi_train,multi,Multi-Image Spans
7206,multi_train,multi,Multi-Image Spans
7207,multi_train,multi,Non-Span
7196,multi_train,multi,Multi-Image Spans
7197,multi_train,multi,Multi-Image Spans
7198,multi_train,multi,Non-Span
7199,multi_train,multi,Non-Span
7200,multi_train,multi,Multi-Image Spans
7202,multi_train,multi,Multi-Image Spans
3720,multi_train,multi,Multi-Image Spans
3721,multi_train,multi,Non-Span
3722,multi_train,multi,Multi-Image Spans
3723,multi_train,multi,Cross-Image Synthesis
3724,multi_train,multi,Non-Span
2241,multi_train,multi,Non-Span
2242,multi_train,multi,Multi-Image Spans
2243,multi_train,multi,Cross-Image Synthesis
5064,multi_train,multi,Multi-Image Spans
2312,multi_train,multi,Multi-Image Spans
2313,multi_train,multi,Cross-Image Synthesis
2314,multi_train,multi,Non-Span
2355,multi_train,multi,Cross-Image Synthesis
2356,multi_train,multi,Non-Span
2357,multi_train,multi,Multi-Image Spans
2359,multi_train,multi,Multi-Image Spans
2360,multi_train,multi,Non-Span
2361,multi_train,multi,Non-Span
2364,multi_train,multi,Multi-Image Spans
2049,multi_train,multi,Non-Span
1453,multi_train,multi,Multi-Image Spans
6595,multi_train,multi,Cross-Image Synthesis
6597,multi_train,multi,Non-Span
6598,multi_train,multi,Cross-Image Synthesis
6599,multi_train,multi,Non-Span
4391,multi_train,multi,Multi-Image Spans
4392,multi_train,multi,Non-Span
4394,multi_train,multi,Cross-Image Synthesis
3954,multi_train,multi,Multi-Image Spans
3955,multi_train,multi,Cross-Image Synthesis
866,multi_train,multi,Multi-Image Spans
868,multi_train,multi,Multi-Image Spans
869,multi_train,multi,Multi-Image Spans
7540,multi_train,multi,Multi-Image Spans
7541,multi_train,multi,Non-Span
7543,multi_train,multi,Cross-Image Synthesis
2266,multi_train,multi,Multi-Image Spans
2267,multi_train,multi,Cross-Image Synthesis
2268,multi_train,multi,Multi-Image Spans
2269,multi_train,multi,Non-Span
5499,multi_train,multi,Multi-Image Spans
5502,multi_train,multi,Non-Span
4314,multi_train,multi,Cross-Image Synthesis
5114,multi_train,multi,Multi-Image Spans
5115,multi_train,multi,Cross-Image Synthesis
5116,multi_train,multi,Non-Span
5117,multi_train,multi,Multi-Image Spans
5106,multi_train,multi,Non-Span
5107,multi_train,multi,Cross-Image Synthesis
5109,multi_train,multi,Cross-Image Synthesis
5110,multi_train,multi,Multi-Image Spans
5111,multi_train,multi,Cross-Image Synthesis
5112,multi_train,multi,Non-Span
5113,multi_train,multi,Cross-Image Synthesis
2026,multi_train,multi,Multi-Image Spans
4507,multi_train,multi,Non-Span
4508,multi_train,multi,Multi-Image Spans
5303,multi_train,multi,Multi-Image Spans
5304,multi_train,multi,Cross-Image Synthesis
5305,multi_train,multi,Non-Span
5306,multi_train,multi,Multi-Image Spans
2896,multi_train,multi,Non-Span
2897,multi_train,multi,Cross-Image Synthesis
2898,multi_train,multi,Multi-Image Spans
2899,multi_train,multi,Cross-Image Synthesis
2903,multi_train,multi,Multi-Image Spans
2904,multi_train,multi,Multi-Image Spans
2905,multi_train,multi,Non-Span
7049,multi_train,multi,Multi-Image Spans
7051,multi_train,multi,Non-Span
886,multi_train,multi,Multi-Image Spans
887,multi_train,multi,Multi-Image Spans
889,multi_train,multi,Non-Span
5930,multi_train,multi,Multi-Image Spans
5931,multi_train,multi,Cross-Image Synthesis
5932,multi_train,multi,Non-Span
5927,multi_train,multi,Non-Span
5928,multi_train,multi,Cross-Image Synthesis
5929,multi_train,multi,Multi-Image Spans
3428,multi_train,multi,Non-Span
3429,multi_train,multi,Multi-Image Spans
3430,multi_train,multi,Multi-Image Spans
3433,multi_train,multi,Non-Span
3434,multi_train,multi,Cross-Image Synthesis
3426,multi_train,multi,Non-Span
3427,multi_train,multi,Cross-Image Synthesis
3660,multi_train,multi,Non-Span
5316,multi_train,multi,Multi-Image Spans
5318,multi_train,multi,Multi-Image Spans
7463,multi_train,multi,Non-Span
7464,multi_train,multi,Multi-Image Spans
2368,multi_train,multi,Non-Span
2369,multi_train,multi,Multi-Image Spans
8092,multi_train,multi,Multi-Image Spans
8093,multi_train,multi,Multi-Image Spans
1524,multi_train,multi,Multi-Image Spans
682,multi_train,multi,Non-Span
683,multi_train,multi,Multi-Image Spans
684,multi_train,multi,Cross-Image Synthesis
672,multi_train,multi,Multi-Image Spans
673,multi_train,multi,Cross-Image Synthesis
674,multi_train,multi,Multi-Image Spans
675,multi_train,multi,Non-Span
676,multi_train,multi,Non-Span
6165,multi_train,multi,Non-Span
6166,multi_train,multi,Non-Span
6167,multi_train,multi,Cross-Image Synthesis
6169,multi_train,multi,Cross-Image Synthesis
6247,multi_train,multi,Multi-Image Spans
5586,multi_train,multi,Cross-Image Synthesis
5587,multi_train,multi,Multi-Image Spans
5588,multi_train,multi,Non-Span
5475,multi_train,multi,Non-Span
5476,multi_train,multi,Multi-Image Spans
6021,multi_train,multi,Non-Span
6023,multi_train,multi,Non-Span
6014,multi_train,multi,Non-Span
6015,multi_train,multi,Multi-Image Spans
6016,multi_train,multi,Cross-Image Synthesis
4350,multi_train,multi,Multi-Image Spans
6261,multi_train,multi,Non-Span
6262,multi_train,multi,Non-Span
6263,multi_train,multi,Multi-Image Spans
6264,multi_train,multi,Cross-Image Synthesis
6989,multi_train,multi,Multi-Image Spans
6991,multi_train,multi,Multi-Image Spans
5485,multi_train,multi,Multi-Image Spans
6193,multi_train,multi,Multi-Image Spans
1044,multi_train,multi,Non-Span
1045,multi_train,multi,Multi-Image Spans
1046,multi_train,multi,Multi-Image Spans
9286,multi_train,multi,Multi-Image Spans
9287,multi_train,multi,Cross-Image Synthesis
9288,multi_train,multi,Non-Span
9292,multi_train,multi,Multi-Image Spans
8434,multi_train,multi,Non-Span
8436,multi_train,multi,Cross-Image Synthesis
8437,multi_train,multi,Non-Span
8438,multi_train,multi,Cross-Image Synthesis
8429,multi_train,multi,Cross-Image Synthesis
8430,multi_train,multi,Multi-Image Spans
8431,multi_train,multi,Non-Span
8432,multi_train,multi,Multi-Image Spans
8433,multi_train,multi,Multi-Image Spans
8440,multi_train,multi,Multi-Image Spans
8441,multi_train,multi,Cross-Image Synthesis
8442,multi_train,multi,Non-Span
8443,multi_train,multi,Cross-Image Synthesis
6114,multi_train,multi,Multi-Image Spans
2817,multi_train,multi,Multi-Image Spans
2818,multi_train,multi,Cross-Image Synthesis
2820,multi_train,multi,Cross-Image Synthesis
2821,multi_train,multi,Multi-Image Spans
2822,multi_train,multi,Cross-Image Synthesis
2823,multi_train,multi,Non-Span
2824,multi_train,multi,Multi-Image Spans
2825,multi_train,multi,Non-Span
2826,multi_train,multi,Multi-Image Spans
2827,multi_train,multi,Non-Span
2828,multi_train,multi,Multi-Image Spans
2829,multi_train,multi,Cross-Image Synthesis
3789,multi_train,multi,Multi-Image Spans
3791,multi_train,multi,Multi-Image Spans
3782,multi_train,multi,Non-Span
3783,multi_train,multi,Multi-Image Spans
8120,multi_train,multi,Multi-Image Spans
2585,multi_train,multi,Cross-Image Synthesis
2586,multi_train,multi,Multi-Image Spans
2587,multi_train,multi,Non-Span
2588,multi_train,multi,Cross-Image Synthesis
2589,multi_train,multi,Multi-Image Spans
2590,multi_train,multi,Multi-Image Spans
2581,multi_train,multi,Multi-Image Spans
2012,multi_train,multi,Non-Span
2013,multi_train,multi,Multi-Image Spans
2014,multi_train,multi,Multi-Image Spans
2015,multi_train,multi,Multi-Image Spans
8230,multi_train,multi,Multi-Image Spans
8231,multi_train,multi,Multi-Image Spans
8232,multi_train,multi,Non-Span
8233,multi_train,multi,Multi-Image Spans
8234,multi_train,multi,Cross-Image Synthesis
1674,multi_train,multi,Multi-Image Spans
1675,multi_train,multi,Multi-Image Spans
1676,multi_train,multi,Multi-Image Spans
1677,multi_train,multi,Multi-Image Spans
1678,multi_train,multi,Multi-Image Spans
4620,multi_train,multi,Multi-Image Spans
7421,multi_train,multi,Multi-Image Spans
7422,multi_train,multi,Multi-Image Spans
7423,multi_train,multi,Multi-Image Spans
6588,multi_train,multi,Non-Span
6589,multi_train,multi,Multi-Image Spans
6590,multi_train,multi,Multi-Image Spans
6592,multi_train,multi,Multi-Image Spans
6593,multi_train,multi,Non-Span
2230,multi_train,multi,Cross-Image Synthesis
2231,multi_train,multi,Multi-Image Spans
2232,multi_train,multi,Multi-Image Spans
2233,multi_train,multi,Multi-Image Spans
2234,multi_train,multi,Non-Span
39,multi_train,multi,Non-Span
36,multi_train,multi,Multi-Image Spans
37,multi_train,multi,Multi-Image Spans
38,multi_train,multi,Cross-Image Synthesis
40,multi_train,multi,Multi-Image Spans
41,multi_train,multi,Multi-Image Spans
4945,multi_train,multi,Non-Span
4946,multi_train,multi,Multi-Image Spans
4947,multi_train,multi,Multi-Image Spans
4948,multi_train,multi,Cross-Image Synthesis
4949,multi_train,multi,Multi-Image Spans
4955,multi_train,multi,Non-Span
4956,multi_train,multi,Multi-Image Spans
4957,multi_train,multi,Multi-Image Spans
4950,multi_train,multi,Non-Span
4951,multi_train,multi,Multi-Image Spans
4952,multi_train,multi,Multi-Image Spans
4953,multi_train,multi,Multi-Image Spans
4954,multi_train,multi,Multi-Image Spans
8354,multi_train,multi,Non-Span
8355,multi_train,multi,Multi-Image Spans
8356,multi_train,multi,Cross-Image Synthesis
8357,multi_train,multi,Multi-Image Spans
8349,multi_train,multi,Multi-Image Spans
8011,multi_train,multi,Non-Span
8012,multi_train,multi,Cross-Image Synthesis
8014,multi_train,multi,Multi-Image Spans
8015,multi_train,multi,Non-Span
9314,multi_train,multi,Multi-Image Spans
9317,multi_train,multi,Non-Span
9311,multi_train,multi,Cross-Image Synthesis
7928,multi_train,multi,Multi-Image Spans
2036,multi_train,multi,Non-Span
2037,multi_train,multi,Multi-Image Spans
2038,multi_train,multi,Cross-Image Synthesis
7534,multi_train,multi,Multi-Image Spans
7535,multi_train,multi,Non-Span
7536,multi_train,multi,Multi-Image Spans
7537,multi_train,multi,Cross-Image Synthesis
7411,multi_train,multi,Non-Span
425,multi_train,multi,Non-Span
426,multi_train,multi,Multi-Image Spans
428,multi_train,multi,Multi-Image Spans
6386,multi_train,multi,Non-Span
1663,multi_train,multi,Non-Span
1715,multi_train,multi,Cross-Image Synthesis
1717,multi_train,multi,Multi-Image Spans
1718,multi_train,multi,Multi-Image Spans
4412,multi_train,multi,Non-Span
4413,multi_train,multi,Multi-Image Spans
6485,multi_train,multi,Multi-Image Spans
6486,multi_train,multi,Non-Span
6488,multi_train,multi,Cross-Image Synthesis
6489,multi_train,multi,Multi-Image Spans
4454,multi_train,multi,Cross-Image Synthesis
4455,multi_train,multi,Multi-Image Spans
4112,multi_train,multi,Multi-Image Spans
4114,multi_train,multi,Multi-Image Spans
4115,multi_train,multi,Non-Span
4117,multi_train,multi,Multi-Image Spans
7771,multi_train,multi,Non-Span
7772,multi_train,multi,Cross-Image Synthesis
7773,multi_train,multi,Multi-Image Spans
5480,multi_train,multi,Multi-Image Spans
5408,multi_train,multi,Multi-Image Spans
5409,multi_train,multi,Non-Span
5410,multi_train,multi,Multi-Image Spans
3204,multi_train,multi,Non-Span
3205,multi_train,multi,Cross-Image Synthesis
3206,multi_train,multi,Non-Span
3207,multi_train,multi,Multi-Image Spans
3208,multi_train,multi,Non-Span
3209,multi_train,multi,Cross-Image Synthesis
996,multi_train,multi,Non-Span
997,multi_train,multi,Multi-Image Spans
999,multi_train,multi,Multi-Image Spans
1000,multi_train,multi,Multi-Image Spans
1476,multi_train,multi,Non-Span
2174,multi_train,multi,Cross-Image Synthesis
2176,multi_train,multi,Non-Span
3751,multi_train,multi,Non-Span
3754,multi_train,multi,Multi-Image Spans
3755,multi_train,multi,Multi-Image Spans
2632,multi_train,multi,Multi-Image Spans
2634,multi_train,multi,Multi-Image Spans
2635,multi_train,multi,Multi-Image Spans
2636,multi_train,multi,Non-Span
2637,multi_train,multi,Multi-Image Spans
2638,multi_train,multi,Non-Span
8076,multi_train,multi,Non-Span
964,multi_train,multi,Non-Span
965,multi_train,multi,Multi-Image Spans
966,multi_train,multi,Multi-Image Spans
967,multi_train,multi,Multi-Image Spans
5664,multi_train,multi,Multi-Image Spans
5665,multi_train,multi,Multi-Image Spans
5666,multi_train,multi,Non-Span
5667,multi_train,multi,Multi-Image Spans
4595,multi_train,multi,Non-Span
4596,multi_train,multi,Multi-Image Spans
7090,multi_train,multi,Multi-Image Spans
7091,multi_train,multi,Multi-Image Spans
5922,multi_train,multi,Non-Span
5923,multi_train,multi,Multi-Image Spans
5924,multi_train,multi,Multi-Image Spans
5925,multi_train,multi,Multi-Image Spans
5926,multi_train,multi,Non-Span
1021,multi_train,multi,Multi-Image Spans
1022,multi_train,multi,Multi-Image Spans
1023,multi_train,multi,Cross-Image Synthesis
1024,multi_train,multi,Non-Span
8209,multi_train,multi,Cross-Image Synthesis
8210,multi_train,multi,Multi-Image Spans
3141,multi_train,multi,Non-Span
3131,multi_train,multi,Non-Span
3133,multi_train,multi,Multi-Image Spans
3134,multi_train,multi,Cross-Image Synthesis
3135,multi_train,multi,Cross-Image Synthesis
3136,multi_train,multi,Non-Span
3909,multi_train,multi,Multi-Image Spans
3911,multi_train,multi,Non-Span
3913,multi_train,multi,Multi-Image Spans
5623,multi_train,multi,Multi-Image Spans
5624,multi_train,multi,Non-Span
5625,multi_train,multi,Cross-Image Synthesis
5626,multi_train,multi,Non-Span
8994,multi_train,multi,Multi-Image Spans
8998,multi_train,multi,Multi-Image Spans
8999,multi_train,multi,Multi-Image Spans
9000,multi_train,multi,Non-Span
9001,multi_train,multi,Multi-Image Spans
8996,multi_train,multi,Multi-Image Spans
1100,multi_train,multi,Multi-Image Spans
1101,multi_train,multi,Multi-Image Spans
1098,multi_train,multi,Multi-Image Spans
1102,multi_train,multi,Multi-Image Spans
1099,multi_train,multi,Non-Span
1360,multi_train,multi,Multi-Image Spans
3395,multi_train,multi,Multi-Image Spans
3396,multi_train,multi,Non-Span
3398,multi_train,multi,Cross-Image Synthesis
5388,multi_train,multi,Non-Span
5390,multi_train,multi,Cross-Image Synthesis
5391,multi_train,multi,Multi-Image Spans
2140,multi_train,multi,Multi-Image Spans
2142,multi_train,multi,Multi-Image Spans
2144,multi_train,multi,Non-Span
6054,multi_train,multi,Multi-Image Spans
3347,multi_train,multi,Multi-Image Spans
3341,multi_train,multi,Multi-Image Spans
3342,multi_train,multi,Multi-Image Spans
3345,multi_train,multi,Multi-Image Spans
7846,multi_train,multi,Non-Span
7847,multi_train,multi,Non-Span
7848,multi_train,multi,Multi-Image Spans
7766,multi_train,multi,Non-Span
7767,multi_train,multi,Cross-Image Synthesis
7768,multi_train,multi,Multi-Image Spans
8473,multi_train,multi,Multi-Image Spans
8475,multi_train,multi,Multi-Image Spans
8467,multi_train,multi,Multi-Image Spans
8468,multi_train,multi,Multi-Image Spans
8470,multi_train,multi,Multi-Image Spans
8471,multi_train,multi,Multi-Image Spans
8738,multi_train,multi,Cross-Image Synthesis
8739,multi_train,multi,Multi-Image Spans
8740,multi_train,multi,Non-Span
8741,multi_train,multi,Non-Span
8742,multi_train,multi,Non-Span
2443,multi_train,multi,Non-Span
2448,multi_train,multi,Cross-Image Synthesis
2452,multi_train,multi,Multi-Image Spans
2453,multi_train,multi,Non-Span
2454,multi_train,multi,Non-Span
2455,multi_train,multi,Multi-Image Spans
2456,multi_train,multi,Multi-Image Spans
1446,multi_train,multi,Multi-Image Spans
1447,multi_train,multi,Multi-Image Spans
1450,multi_train,multi,Multi-Image Spans
1445,multi_train,multi,Cross-Image Synthesis
2010,multi_train,multi,Multi-Image Spans
6389,multi_train,multi,Cross-Image Synthesis
6390,multi_train,multi,Non-Span
7336,multi_train,multi,Multi-Image Spans
8113,multi_train,multi,Multi-Image Spans
2297,multi_train,multi,Multi-Image Spans
7821,multi_train,multi,Multi-Image Spans
7822,multi_train,multi,Non-Span
7823,multi_train,multi,Multi-Image Spans
8423,multi_train,multi,Non-Span
8425,multi_train,multi,Multi-Image Spans
8419,multi_train,multi,Cross-Image Synthesis
8420,multi_train,multi,Non-Span
7383,multi_train,multi,Non-Span
7385,multi_train,multi,Multi-Image Spans
7261,multi_train,multi,Multi-Image Spans
7257,multi_train,multi,Multi-Image Spans
7258,multi_train,multi,Cross-Image Synthesis
7259,multi_train,multi,Multi-Image Spans
7265,multi_train,multi,Multi-Image Spans
7267,multi_train,multi,Non-Span
7268,multi_train,multi,Cross-Image Synthesis
3317,multi_train,multi,Cross-Image Synthesis
3318,multi_train,multi,Non-Span
3319,multi_train,multi,Multi-Image Spans
3320,multi_train,multi,Cross-Image Synthesis
1614,multi_train,multi,Non-Span
918,multi_train,multi,Multi-Image Spans
920,multi_train,multi,Non-Span
4467,multi_train,multi,Cross-Image Synthesis
4468,multi_train,multi,Multi-Image Spans
6895,multi_train,multi,Cross-Image Synthesis
6898,multi_train,multi,Multi-Image Spans
7849,multi_train,multi,Non-Span
7850,multi_train,multi,Multi-Image Spans
7852,multi_train,multi,Non-Span
1429,multi_train,multi,Multi-Image Spans
1430,multi_train,multi,Multi-Image Spans
1431,multi_train,multi,Non-Span
1432,multi_train,multi,Multi-Image Spans
6089,multi_train,multi,Multi-Image Spans
6090,multi_train,multi,Cross-Image Synthesis
6091,multi_train,multi,Multi-Image Spans
6092,multi_train,multi,Non-Span
6093,multi_train,multi,Cross-Image Synthesis
5534,multi_train,multi,Cross-Image Synthesis
5535,multi_train,multi,Cross-Image Synthesis
1233,multi_train,multi,Multi-Image Spans
1237,multi_train,multi,Cross-Image Synthesis
1236,multi_train,multi,Non-Span
8839,multi_train,multi,Non-Span
8841,multi_train,multi,Cross-Image Synthesis
7448,multi_train,multi,Non-Span
7449,multi_train,multi,Multi-Image Spans
7450,multi_train,multi,Cross-Image Synthesis
7451,multi_train,multi,Cross-Image Synthesis
7452,multi_train,multi,Cross-Image Synthesis
4968,multi_train,multi,Multi-Image Spans
4970,multi_train,multi,Cross-Image Synthesis
4971,multi_train,multi,Non-Span
1092,multi_train,multi,Cross-Image Synthesis
5552,multi_train,multi,Cross-Image Synthesis
5554,multi_train,multi,Multi-Image Spans
5555,multi_train,multi,Multi-Image Spans
4774,multi_train,multi,Multi-Image Spans
4449,multi_train,multi,Cross-Image Synthesis
4450,multi_train,multi,Multi-Image Spans
4452,multi_train,multi,Cross-Image Synthesis
4443,multi_train,multi,Cross-Image Synthesis
4444,multi_train,multi,Multi-Image Spans
4445,multi_train,multi,Non-Span
4446,multi_train,multi,Multi-Image Spans
1272,multi_train,multi,Multi-Image Spans
1273,multi_train,multi,Cross-Image Synthesis
3979,multi_train,multi,Multi-Image Spans
3980,multi_train,multi,Cross-Image Synthesis
3981,multi_train,multi,Non-Span
256,multi_train,multi,Non-Span
257,multi_train,multi,Multi-Image Spans
258,multi_train,multi,Cross-Image Synthesis
259,multi_train,multi,Multi-Image Spans
6424,multi_train,multi,Cross-Image Synthesis
6425,multi_train,multi,Multi-Image Spans
8716,multi_train,multi,Cross-Image Synthesis
8717,multi_train,multi,Non-Span
8719,multi_train,multi,Multi-Image Spans
8720,multi_train,multi,Multi-Image Spans
8721,multi_train,multi,Cross-Image Synthesis
8722,multi_train,multi,Non-Span
8723,multi_train,multi,Cross-Image Synthesis
8724,multi_train,multi,Multi-Image Spans
6659,multi_train,multi,Non-Span
6661,multi_train,multi,Multi-Image Spans
6663,multi_train,multi,Multi-Image Spans
4060,multi_train,multi,Cross-Image Synthesis
1525,multi_train,multi,Non-Span
1526,multi_train,multi,Multi-Image Spans
1264,multi_train,multi,Multi-Image Spans
1265,multi_train,multi,Multi-Image Spans
8,multi_train,multi,Multi-Image Spans
9,multi_train,multi,Cross-Image Synthesis
10,multi_train,multi,Cross-Image Synthesis
11,multi_train,multi,Non-Span
1536,multi_train,multi,Cross-Image Synthesis
1537,multi_train,multi,Multi-Image Spans
1538,multi_train,multi,Non-Span
6378,multi_train,multi,Non-Span
6379,multi_train,multi,Multi-Image Spans
6380,multi_train,multi,Cross-Image Synthesis
6381,multi_train,multi,Cross-Image Synthesis
3307,multi_train,multi,Cross-Image Synthesis
3308,multi_train,multi,Non-Span
